<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
RTSI,D,20101005,000000,1542.3800000,1568.9000000,1537.6800000,1568.8600000,464473701
RTSI,D,20101006,000000,1568.8600000,1589.7700000,1567.6400000,1578.3500000,634634341
RTSI,D,20101007,000000,1577.5500000,1598.3300000,1576.3900000,1584.2900000,488482627
RTSI,D,20101008,000000,1584.2900000,1586.6100000,1555.4600000,1566.8500000,468071748
RTSI,D,20101011,000000,1566.3500000,1588.4600000,1566.3400000,1588.2900000,389301270
RTSI,D,20101012,000000,1588.2800000,1588.2800000,1560.6300000,1574.2000000,623805045
RTSI,D,20101013,000000,1574.2000000,1592.1000000,1574.2000000,1588.8300000,580946940
RTSI,D,20101014,000000,1588.8300000,1605.6700000,1581.6200000,1586.9400000,546565724
RTSI,D,20101015,000000,1586.9400000,1592.2300000,1578.4600000,1581.9000000,670115368
RTSI,D,20101018,000000,1581.9000000,1585.2300000,1564.4400000,1583.0400000,616950281
RTSI,D,20101019,000000,1583.0400000,1597.2500000,1566.6100000,1570.5900000,713077894
RTSI,D,20101020,000000,1570.4100000,1570.6700000,1545.1400000,1556.7400000,576217107
RTSI,D,20101021,000000,1558.2000000,1605.8300000,1557.2900000,1604.8600000,786737058
RTSI,D,20101022,000000,1604.8400000,1620.0400000,1592.3500000,1608.7100000,858286010
RTSI,D,20101025,000000,1608.7100000,1634.6600000,1606.7500000,1620.4900000,553983387
RTSI,D,20101026,000000,1620.2200000,1622.2800000,1602.5400000,1609.7900000,499176902
RTSI,D,20101027,000000,1609.9400000,1613.9100000,1583.1700000,1583.1700000,565272209
RTSI,D,20101028,000000,1583.1700000,1593.2800000,1581.6800000,1583.4400000,624373012
RTSI,D,20101029,000000,1583.1700000,1588.3200000,1572.8800000,1587.1400000,505522609
RTSI,D,20101101,000000,1586.6400000,1609.6700000,1585.0700000,1600.3600000,528166168
RTSI,D,20101102,000000,1600.3600000,1608.8400000,1597.4900000,1604.1400000,551912454
RTSI,D,20101103,000000,1604.0000000,1612.9500000,1601.6800000,1602.5300000,457999178
RTSI,D,20101108,000000,1603.1900000,1640.9500000,1601.1500000,1628.4200000,405177306
RTSI,D,20101109,000000,1629.1400000,1663.8700000,1626.2000000,1659.4500000,479963172
RTSI,D,20101110,000000,1659.4500000,1659.7200000,1632.9800000,1637.0200000,588869147
RTSI,D,20101111,000000,1637.0200000,1656.9300000,1629.3700000,1629.3700000,590595716
RTSI,D,20101112,000000,1629.8900000,1634.3900000,1601.8100000,1610.9700000,580543397
RTSI,D,20101113,000000,1610.1400000,1612.0700000,1598.5400000,1606.0800000,204698286
RTSI,D,20101115,000000,1606.0800000,1616.1000000,1594.1600000,1609.4300000,487940332
RTSI,D,20101116,000000,1609.4300000,1611.7100000,1568.0400000,1568.1300000,518404289
RTSI,D,20101117,000000,1568.1300000,1571.7100000,1551.6700000,1570.6600000,650231902
RTSI,D,20101118,000000,1570.4400000,1598.7400000,1562.0500000,1598.6300000,606184386
RTSI,D,20101119,000000,1598.6300000,1607.9000000,1590.5900000,1600.9800000,595505750
RTSI,D,20101122,000000,1600.9800000,1624.7800000,1597.2500000,1600.3000000,614740291
RTSI,D,20101123,000000,1599.8600000,1601.5400000,1569.1900000,1573.4600000,689639163
RTSI,D,20101124,000000,1573.0300000,1602.2300000,1566.9800000,1600.5000000,522839087
RTSI,D,20101125,000000,1600.5000000,1619.0500000,1597.7200000,1618.5500000,388702033
RTSI,D,20101126,000000,1618.5500000,1619.9700000,1588.1500000,1602.4800000,477233878
RTSI,D,20101129,000000,1602.3700000,1617.6300000,1586.2200000,1589.3100000,482752318
RTSI,D,20101130,000000,1589.3100000,1603.5300000,1583.4700000,1597.3500000,511955333
RTSI,D,20101201,000000,1597.3000000,1634.1300000,1594.2400000,1633.7100000,586545414
RTSI,D,20101202,000000,1633.4800000,1667.3500000,1632.7400000,1665.7200000,817947717
RTSI,D,20101203,000000,1665.3800000,1692.5200000,1663.4300000,1687.3600000,724397932
RTSI,D,20101206,000000,1687.3600000,1712.5500000,1681.6000000,1711.4400000,544302719
RTSI,D,20101207,000000,1711.4400000,1735.8600000,1708.5900000,1721.9100000,588359372
RTSI,D,20101208,000000,1721.9100000,1722.2100000,1694.3000000,1694.3000000,637387311
RTSI,D,20101209,000000,1694.3000000,1716.1800000,1694.0100000,1711.5600000,551975740
RTSI,D,20101210,000000,1711.2700000,1720.6300000,1703.4900000,1712.9300000,487039171
RTSI,D,20101213,000000,1712.9300000,1739.7600000,1712.9300000,1735.5000000,491498308
RTSI,D,20101214,000000,1735.5000000,1747.0800000,1730.7300000,1745.8000000,464358115
RTSI,D,20101215,000000,1745.8000000,1769.8900000,1737.0200000,1757.7100000,542941666
RTSI,D,20101216,000000,1757.7100000,1757.7100000,1742.1500000,1744.2800000,456748006
RTSI,D,20101217,000000,1744.2800000,1756.8000000,1743.8700000,1743.8700000,430474986
RTSI,D,20101220,000000,1743.1000000,1746.1000000,1735.6000000,1739.6700000,496770872
RTSI,D,20101221,000000,1739.6700000,1756.0500000,1738.0900000,1755.7900000,402056421
RTSI,D,20101222,000000,1755.7900000,1768.3600000,1755.2200000,1764.0400000,372445628
RTSI,D,20101223,000000,1763.5700000,1767.6200000,1760.0300000,1765.5100000,306409606
RTSI,D,20101224,000000,1765.3900000,1771.9100000,1765.0200000,1769.5700000,228688175
RTSI,D,20101227,000000,1769.1100000,1770.8800000,1760.2700000,1764.3900000,347986431
RTSI,D,20101228,000000,1763.7500000,1776.1700000,1763.3700000,1769.4100000,313681398
RTSI,D,20101229,000000,1769.4100000,1774.2600000,1761.6000000,1767.8200000,275718185
RTSI,D,20101230,000000,1767.8200000,1770.2800000,1761.1600000,1770.2800000,222782210
RTSI,D,20110111,000000,1770.2700000,1802.2300000,1767.8000000,1802.2300000,334401753
RTSI,D,20110112,000000,1802.2300000,1868.9400000,1800.2400000,1868.9400000,477669597
RTSI,D,20110113,000000,1868.9400000,1887.5900000,1865.9100000,1878.1400000,574328591
RTSI,D,20110114,000000,1879.3000000,1884.8400000,1860.2800000,1870.0900000,470996048
RTSI,D,20110117,000000,1870.0900000,1906.8300000,1870.0900000,1901.6100000,486921332
RTSI,D,20110118,000000,1901.6100000,1922.1500000,1890.1600000,1900.9400000,392755870
RTSI,D,20110119,000000,1900.7600000,1918.1500000,1898.5900000,1902.7500000,512755489
RTSI,D,20110120,000000,1902.7500000,1905.4800000,1866.4400000,1868.4600000,613505214
RTSI,D,20110121,000000,1868.4600000,1890.0700000,1857.4900000,1884.7600000,517238826
RTSI,D,20110124,000000,1884.5000000,1889.9700000,1848.8700000,1861.6600000,636926647
RTSI,D,20110125,000000,1861.4600000,1877.1700000,1851.6900000,1863.3300000,504742721
RTSI,D,20110126,000000,1863.3300000,1895.5400000,1857.0100000,1894.9200000,570521632
RTSI,D,20110127,000000,1894.9200000,1911.8200000,1886.7600000,1911.4800000,575654146
RTSI,D,20110128,000000,1911.4800000,1912.3300000,1883.8100000,1885.5300000,553965211
RTSI,D,20110131,000000,1884.0900000,1884.0900000,1853.6200000,1870.3100000,549276372
RTSI,D,20110201,000000,1870.3100000,1911.6800000,1869.8600000,1910.0100000,630521080
RTSI,D,20110202,000000,1910.0100000,1943.4900000,1910.0100000,1931.3800000,523009055
RTSI,D,20110203,000000,1931.3800000,1945.7100000,1914.4700000,1917.0700000,593306940
RTSI,D,20110204,000000,1917.0700000,1938.9000000,1916.7800000,1928.5800000,649831884
RTSI,D,20110207,000000,1928.5800000,1940.3900000,1913.8300000,1935.1500000,460805161
RTSI,D,20110208,000000,1935.1500000,1947.0800000,1908.7700000,1910.5000000,556722588
RTSI,D,20110209,000000,1910.5000000,1919.6700000,1888.4600000,1900.2800000,622891415
RTSI,D,20110210,000000,1900.2800000,1901.3700000,1846.9200000,1846.9200000,522389992
RTSI,D,20110211,000000,1846.9200000,1885.4700000,1845.4900000,1881.9000000,614367773
RTSI,D,20110214,000000,1881.9000000,1905.6600000,1874.6200000,1879.5600000,516850281
RTSI,D,20110215,000000,1879.5600000,1891.7000000,1863.9500000,1865.9900000,633909048
RTSI,D,20110216,000000,1865.9900000,1880.3300000,1860.4200000,1877.4400000,446118796
RTSI,D,20110217,000000,1877.4400000,1893.3300000,1871.4900000,1871.5900000,438263043
RTSI,D,20110218,000000,1869.0600000,1878.2000000,1857.5300000,1868.4000000,400111110
RTSI,D,20110221,000000,1868.4000000,1894.4300000,1862.3800000,1889.3300000,416762760
RTSI,D,20110222,000000,1889.3300000,1898.6700000,1856.9800000,1874.7600000,494979957
RTSI,D,20110224,000000,1874.7600000,1908.3800000,1863.1300000,1901.1400000,562142045
RTSI,D,20110225,000000,1901.1400000,1932.8200000,1898.7800000,1932.8200000,460164812
RTSI,D,20110228,000000,1932.8200000,1972.5000000,1929.4900000,1969.9100000,466010817
RTSI,D,20110301,000000,1971.4600000,1990.0000000,1957.6400000,1962.6600000,545526022
RTSI,D,20110302,000000,1968.0300000,1992.2500000,1953.2600000,1991.2900000,553141876
RTSI,D,20110303,000000,1991.2900000,2029.2700000,1989.5900000,2017.8200000,411375230
RTSI,D,20110304,000000,2017.8200000,2025.9100000,2004.8000000,2012.6800000,374421810
RTSI,D,20110305,000000,2012.6800000,2026.2500000,2009.2300000,2025.1700000,177182923
RTSI,D,20110309,000000,2028.0200000,2032.5800000,2002.1400000,2012.2200000,429059936
RTSI,D,20110310,000000,2012.2200000,2012.6200000,1947.3600000,1949.3500000,430875179
RTSI,D,20110311,000000,1949.3500000,1951.3400000,1921.1300000,1929.5900000,504236719
RTSI,D,20110314,000000,1929.5900000,1962.8600000,1918.6100000,1944.9100000,499155233
RTSI,D,20110315,000000,1944.9100000,1958.7700000,1890.0600000,1906.8300000,487644517
RTSI,D,20110316,000000,1906.8300000,1944.7200000,1904.1900000,1915.9500000,505294511
RTSI,D,20110317,000000,1915.9500000,1950.0000000,1895.1200000,1945.7400000,591669861
RTSI,D,20110318,000000,1945.7400000,1973.0300000,1942.8500000,1962.9200000,472606585
RTSI,D,20110321,000000,1962.9200000,1986.6300000,1960.7200000,1981.9800000,548020912
RTSI,D,20110322,000000,1981.9800000,1991.0100000,1965.7300000,1976.3800000,393856709
RTSI,D,20110323,000000,1976.3800000,1998.5600000,1966.5300000,1997.0000000,414743513
RTSI,D,20110324,000000,1997.0000000,2027.8900000,1992.9400000,2027.8900000,450708426
RTSI,D,20110325,000000,2030.4200000,2042.2400000,2022.4200000,2041.4900000,411965782
RTSI,D,20110328,000000,2043.3000000,2047.1300000,2025.9600000,2045.0600000,367167997
RTSI,D,20110329,000000,2045.0600000,2046.6400000,2009.2800000,2018.7400000,388659320
RTSI,D,20110330,000000,2018.7400000,2040.1900000,2017.2600000,2035.9200000,406194980
RTSI,D,20110331,000000,2035.9200000,2047.8000000,2035.9200000,2044.2000000,388017722
RTSI,D,20110401,000000,2044.2000000,2076.8100000,2036.1000000,2076.7800000,439421384
RTSI,D,20110404,000000,2080.9100000,2101.2600000,2054.4000000,2092.3200000,453873222
RTSI,D,20110405,000000,2092.3200000,2104.0100000,2073.4600000,2088.6400000,426398962
RTSI,D,20110406,000000,2088.6400000,2116.1100000,2088.6400000,2110.9000000,400194690
RTSI,D,20110407,000000,2110.9000000,2110.9000000,2084.6200000,2089.5200000,377519930
RTSI,D,20110408,000000,2089.5200000,2124.0200000,2087.4700000,2123.5600000,351814482
RTSI,D,20110411,000000,2123.5600000,2134.2300000,2104.0700000,2113.5500000,399360788
RTSI,D,20110412,000000,2113.5500000,2114.4800000,2054.1400000,2062.5200000,468503845
RTSI,D,20110413,000000,2062.5200000,2066.9400000,2046.7600000,2062.4700000,493532782
RTSI,D,20110414,000000,2062.4700000,2065.1000000,2010.2000000,2028.6700000,505738353
RTSI,D,20110415,000000,2028.6700000,2042.1300000,2020.7700000,2030.3200000,402512990
RTSI,D,20110418,000000,2030.3200000,2039.5000000,1944.4400000,1950.1500000,551111907
RTSI,D,20110419,000000,1950.0700000,1988.1200000,1940.6700000,1988.1200000,449063362
RTSI,D,20110420,000000,1988.1200000,2036.4600000,1981.9400000,2030.9700000,423259822
RTSI,D,20110421,000000,2030.9700000,2059.1600000,2028.3900000,2040.6000000,396180605
RTSI,D,20110422,000000,2039.9000000,2053.8600000,2039.1600000,2049.0300000,280900983
RTSI,D,20110425,000000,2049.0300000,2074.7100000,2029.6200000,2030.9300000,501468905
RTSI,D,20110426,000000,2030.9300000,2042.7000000,2013.7900000,2033.3200000,542132462
RTSI,D,20110427,000000,2033.3200000,2048.1900000,2012.6000000,2017.6400000,487632198
RTSI,D,20110428,000000,2015.6000000,2053.8700000,2012.5700000,2028.9400000,519589690
RTSI,D,20110429,000000,2028.9400000,2034.8000000,2011.3400000,2026.9400000,334042134
RTSI,D,20110503,000000,2026.9400000,2036.1900000,1976.1600000,1976.7400000,478889181
RTSI,D,20110504,000000,1976.9100000,1990.6300000,1943.9500000,1949.9400000,614166939
RTSI,D,20110505,000000,1950.0500000,1965.3300000,1904.7400000,1916.3300000,608415494
RTSI,D,20110506,000000,1916.3300000,1938.3700000,1875.9800000,1936.2900000,630846156
RTSI,D,20110510,000000,1936.2900000,1940.1300000,1905.8800000,1927.8200000,496679195
RTSI,D,20110511,000000,1927.6400000,1950.9600000,1904.7500000,1908.4600000,463086144
RTSI,D,20110512,000000,1908.4600000,1911.2400000,1846.4000000,1864.9500000,653412516
RTSI,D,20110513,000000,1864.9500000,1890.0200000,1861.4600000,1866.3000000,588151800
RTSI,D,20110516,000000,1866.3000000,1867.0900000,1824.9800000,1846.3200000,499335868
RTSI,D,20110517,000000,1846.3200000,1855.5400000,1821.1100000,1828.8900000,633354433
RTSI,D,20110518,000000,1827.8000000,1860.2900000,1822.3400000,1849.6000000,465444500
RTSI,D,20110519,000000,1849.6000000,1875.2200000,1845.6800000,1859.1400000,374076231
RTSI,D,20110520,000000,1858.6600000,1872.6800000,1824.7100000,1825.3400000,458622983
RTSI,D,20110523,000000,1825.3400000,1831.6100000,1762.5000000,1765.0400000,441744448
RTSI,D,20110524,000000,1764.3900000,1806.0600000,1760.3600000,1800.0400000,382669293
RTSI,D,20110525,000000,1801.0100000,1809.2900000,1769.6900000,1808.1300000,528052080
RTSI,D,20110526,000000,1808.1300000,1831.7700000,1806.2200000,1818.3600000,416403580
RTSI,D,20110527,000000,1815.8100000,1864.1900000,1812.2200000,1858.3900000,413639283
RTSI,D,20110530,000000,1858.3900000,1869.5400000,1856.1300000,1865.7400000,174648927
RTSI,D,20110531,000000,1865.7400000,1896.5200000,1862.6400000,1888.6000000,380136019
RTSI,D,20110601,000000,1888.6000000,1899.9300000,1875.9700000,1876.8100000,453508225
RTSI,D,20110602,000000,1876.8200000,1883.9800000,1845.8800000,1883.0900000,364517749
RTSI,D,20110603,000000,1883.0900000,1897.3200000,1850.7000000,1858.0800000,434233653
RTSI,D,20110606,000000,1858.0800000,1873.7100000,1845.0200000,1865.6400000,450452806
RTSI,D,20110607,000000,1865.6400000,1904.6700000,1855.7800000,1904.2200000,370475532
RTSI,D,20110608,000000,1904.2200000,1917.0300000,1882.3700000,1911.4100000,440724692
RTSI,D,20110609,000000,1913.4400000,1943.9000000,1906.5000000,1940.9800000,519373374
RTSI,D,20110610,000000,1940.9800000,1946.0200000,1919.7700000,1926.0200000,415221442
RTSI,D,20110614,000000,1920.6300000,1936.2500000,1917.3900000,1925.5600000,457890932
RTSI,D,20110615,000000,1925.5600000,1950.4700000,1916.4900000,1919.0500000,524292234
RTSI,D,20110616,000000,1919.0500000,1919.8000000,1875.7400000,1896.7200000,587147447
RTSI,D,20110617,000000,1896.7200000,1897.1600000,1863.6500000,1878.5500000,506453768
RTSI,D,20110620,000000,1878.5500000,1879.4700000,1847.1800000,1858.3400000,492210164
RTSI,D,20110621,000000,1858.3400000,1879.7700000,1855.2400000,1872.4500000,338863974
RTSI,D,20110622,000000,1872.5600000,1881.7500000,1860.7400000,1878.3800000,492455983
RTSI,D,20110623,000000,1878.3800000,1882.1600000,1822.3800000,1829.9700000,472598682
RTSI,D,20110624,000000,1829.9700000,1869.9000000,1826.3200000,1857.0400000,609095767
RTSI,D,20110627,000000,1856.7700000,1858.1700000,1831.4500000,1842.2000000,485210891
RTSI,D,20110628,000000,1842.2000000,1874.3400000,1839.4000000,1874.3400000,531793124
RTSI,D,20110629,000000,1874.3400000,1901.4000000,1873.2000000,1894.5800000,385632361
RTSI,D,20110630,000000,1894.5800000,1910.5800000,1893.7600000,1906.7100000,409046685
RTSI,D,20110701,000000,1906.7100000,1941.5400000,1900.2800000,1937.5700000,569830387
RTSI,D,20110704,000000,1936.9600000,1951.4100000,1934.4600000,1948.4800000,447269818
RTSI,D,20110705,000000,1948.4800000,1959.6700000,1938.2500000,1953.0700000,498793591
RTSI,D,20110706,000000,1952.9200000,1959.3000000,1936.6100000,1939.0100000,480019629
RTSI,D,20110707,000000,1939.0100000,1980.5100000,1938.5200000,1976.9000000,548090002
RTSI,D,20110708,000000,1978.5200000,1985.4700000,1953.6700000,1958.4000000,579253596
RTSI,D,20110711,000000,1957.9300000,1959.8000000,1917.5300000,1919.0800000,429984131
RTSI,D,20110712,000000,1919.1100000,1922.1100000,1887.0200000,1916.8100000,651211514
RTSI,D,20110713,000000,1917.0900000,1936.4200000,1907.0200000,1936.4200000,425913129
RTSI,D,20110714,000000,1940.2100000,1951.5100000,1924.4600000,1939.6800000,572736052
RTSI,D,20110715,000000,1939.6800000,1946.1800000,1921.2600000,1938.5400000,421804180
RTSI,D,20110718,000000,1938.5400000,1941.9000000,1903.4300000,1904.2900000,572558459
RTSI,D,20110719,000000,1904.2900000,1928.3700000,1895.3500000,1926.2300000,749322721
RTSI,D,20110720,000000,1926.2300000,1948.7500000,1924.4100000,1936.5400000,351633495
RTSI,D,20110721,000000,1936.5400000,1972.5000000,1918.5300000,1972.5000000,570124172
RTSI,D,20110722,000000,1972.5000000,1986.8400000,1970.4100000,1976.8200000,545033284
RTSI,D,20110725,000000,1977.6200000,1980.1300000,1957.3700000,1979.5400000,415390003
RTSI,D,20110726,000000,1980.0900000,1999.7300000,1976.4300000,1987.7900000,389051508
RTSI,D,20110727,000000,1987.8300000,2002.0900000,1976.0800000,1976.1800000,364014455
RTSI,D,20110728,000000,1976.1800000,1986.4500000,1967.8500000,1985.1100000,559388517
RTSI,D,20110729,000000,1985.1800000,1988.9100000,1949.8100000,1965.0200000,390010191
RTSI,D,20110801,000000,1965.2600000,2011.6200000,1965.2600000,1985.7800000,307389185
RTSI,D,20110802,000000,1985.7000000,1985.7000000,1953.7600000,1968.1400000,461426499
RTSI,D,20110803,000000,1965.2400000,1965.2400000,1897.7300000,1901.7300000,556242880
RTSI,D,20110804,000000,1901.7300000,1919.6700000,1853.7300000,1855.6900000,732158499
RTSI,D,20110805,000000,1855.6900000,1859.4900000,1769.8300000,1798.7500000,892733458
RTSI,D,20110808,000000,1798.7500000,1806.2200000,1650.7900000,1657.7700000,719938558
RTSI,D,20110809,000000,1657.7700000,1661.8200000,1510.7200000,1610.2200000,510954788
RTSI,D,20110810,000000,1610.2200000,1653.0300000,1527.6900000,1537.5700000,753800978
RTSI,D,20110811,000000,1537.5700000,1589.3800000,1463.3800000,1544.8300000,484974251
RTSI,D,20110812,000000,1544.8300000,1612.4100000,1528.3400000,1594.6800000,331644520
RTSI,D,20110815,000000,1594.6800000,1656.5900000,1590.2300000,1655.0300000,562611269
RTSI,D,20110816,000000,1655.0300000,1658.3700000,1606.0500000,1632.3100000,600146413
RTSI,D,20110817,000000,1633.5800000,1673.4200000,1613.8100000,1663.8600000,510698558
RTSI,D,20110818,000000,1663.8600000,1663.8600000,1567.4100000,1584.2000000,619497740
RTSI,D,20110819,000000,1587.4900000,1587.6300000,1517.9300000,1575.3300000,539571127
RTSI,D,20110822,000000,1575.3300000,1593.2100000,1529.7400000,1578.4500000,413811632
RTSI,D,20110823,000000,1576.2000000,1611.3100000,1558.3000000,1578.9100000,531048493
RTSI,D,20110824,000000,1578.9100000,1609.5100000,1570.7500000,1601.0300000,387704956
RTSI,D,20110825,000000,1596.1200000,1622.2100000,1583.3200000,1583.9700000,506584938
RTSI,D,20110826,000000,1583.4400000,1598.0800000,1572.6900000,1596.1700000,464858898
RTSI,D,20110829,000000,1596.1700000,1668.2400000,1596.1700000,1667.6600000,320091641
RTSI,D,20110830,000000,1667.6600000,1677.6000000,1648.0800000,1662.3500000,474046263
RTSI,D,20110831,000000,1662.3500000,1704.6800000,1662.2600000,1702.2800000,407710681
RTSI,D,20110901,000000,1702.2800000,1703.8600000,1666.2600000,1703.8600000,458709040
RTSI,D,20110902,000000,1701.7200000,1702.8000000,1653.9300000,1657.2500000,360060029
RTSI,D,20110905,000000,1657.2500000,1661.4200000,1610.6100000,1617.0100000,395290254
RTSI,D,20110906,000000,1616.1800000,1633.0500000,1603.0800000,1618.6300000,476801367
RTSI,D,20110907,000000,1618.6300000,1673.2900000,1618.2100000,1669.7500000,402233517
RTSI,D,20110908,000000,1669.7300000,1680.4500000,1655.8000000,1675.1400000,394144443
RTSI,D,20110909,000000,1675.1400000,1678.3000000,1622.9300000,1625.2900000,358333205
RTSI,D,20110912,000000,1625.2800000,1625.6000000,1545.3700000,1566.6400000,407726138
RTSI,D,20110913,000000,1566.6400000,1586.7800000,1549.7500000,1572.0000000,513666634
RTSI,D,20110914,000000,1572.0000000,1587.7600000,1553.7100000,1570.3800000,353198088
RTSI,D,20110915,000000,1570.3800000,1621.7400000,1570.2200000,1603.3900000,607232172
RTSI,D,20110916,000000,1603.3900000,1606.7200000,1567.2300000,1574.9400000,508380087
RTSI,D,20110919,000000,1574.9400000,1584.4500000,1525.6700000,1526.0100000,455437290
RTSI,D,20110920,000000,1526.0100000,1546.6400000,1518.8500000,1535.6200000,540404529
RTSI,D,20110921,000000,1535.6200000,1538.4400000,1516.5400000,1518.6400000,515718353
RTSI,D,20110922,000000,1518.6400000,1529.4100000,1386.4400000,1387.8600000,491033828
RTSI,D,20110923,000000,1387.8600000,1387.8600000,1289.3400000,1315.9500000,569284090
RTSI,D,20110926,000000,1315.9500000,1343.5000000,1263.4600000,1315.2500000,328945245
RTSI,D,20110927,000000,1316.2000000,1378.4000000,1306.8800000,1369.9300000,414178577
RTSI,D,20110928,000000,1369.9300000,1385.7100000,1351.7200000,1367.3700000,422611982
RTSI,D,20110929,000000,1367.3700000,1400.4700000,1349.4700000,1389.1400000,389749242
RTSI,D,20110930,000000,1389.1400000,1391.4600000,1323.4800000,1341.0900000,462805494
RTSI,D,20111003,000000,1341.0900000,1343.7700000,1282.7700000,1291.7000000,356173589
RTSI,D,20111004,000000,1291.3600000,1298.5500000,1200.3400000,1224.9200000,387652321
RTSI,D,20111005,000000,1223.6400000,1254.3300000,1203.8700000,1217.2100000,299325700
RTSI,D,20111006,000000,1217.2100000,1272.3400000,1214.2300000,1271.7100000,415081105
RTSI,D,20111007,000000,1271.3100000,1321.0500000,1270.4700000,1311.9100000,331884632
RTSI,D,20111010,000000,1311.9100000,1366.2000000,1296.7300000,1365.7300000,347586423
RTSI,D,20111011,000000,1365.7300000,1370.3400000,1335.4300000,1355.2100000,459450413
RTSI,D,20111012,000000,1355.2100000,1409.6900000,1350.8900000,1407.7700000,354557644
RTSI,D,20111013,000000,1406.8600000,1422.2000000,1388.1200000,1396.2700000,466250491
RTSI,D,20111014,000000,1396.2700000,1453.5400000,1394.3400000,1449.2800000,385675320
RTSI,D,20111017,000000,1449.2800000,1478.3600000,1423.7600000,1427.3100000,474885163
RTSI,D,20111018,000000,1427.3100000,1432.7100000,1392.7000000,1427.2600000,411101410
RTSI,D,20111019,000000,1427.2600000,1454.7600000,1420.1800000,1438.6300000,380606246
RTSI,D,20111020,000000,1438.6300000,1441.1500000,1395.1300000,1423.0300000,427899184
RTSI,D,20111021,000000,1422.9100000,1458.1100000,1406.7000000,1456.7300000,338916402
RTSI,D,20111024,000000,1456.7300000,1510.4100000,1455.6600000,1508.8200000,356756707
RTSI,D,20111025,000000,1508.8200000,1521.1000000,1485.1700000,1500.0500000,376561170
RTSI,D,20111026,000000,1500.0500000,1550.8800000,1492.8200000,1530.1100000,460209319
RTSI,D,20111027,000000,1530.1100000,1611.3400000,1525.7300000,1592.9300000,396608072
RTSI,D,20111028,000000,1592.9300000,1628.3300000,1586.2300000,1610.3200000,421019662
RTSI,D,20111031,000000,1610.3200000,1614.6200000,1557.3100000,1563.2800000,403296064
RTSI,D,20111101,000000,1563.2800000,1563.2800000,1461.5600000,1484.9800000,458433190
RTSI,D,20111102,000000,1484.9500000,1527.0800000,1472.8000000,1526.1900000,392033385
RTSI,D,20111103,000000,1526.1900000,1547.8000000,1466.4400000,1542.3900000,543214173
RTSI,D,20111107,000000,1543.7300000,1563.6700000,1518.3000000,1563.2400000,361538501
RTSI,D,20111108,000000,1563.2400000,1584.7400000,1555.9700000,1579.8200000,341009626
RTSI,D,20111109,000000,1579.8200000,1596.5600000,1509.4700000,1512.8500000,479708991
RTSI,D,20111110,000000,1512.8500000,1539.6400000,1477.5800000,1529.7100000,419095197
RTSI,D,20111111,000000,1529.7100000,1539.1000000,1504.6000000,1530.7000000,412697424
RTSI,D,20111114,000000,1531.3700000,1561.5900000,1520.9400000,1527.1600000,388962216
RTSI,D,20111115,000000,1527.1600000,1542.4000000,1491.5500000,1526.9800000,448961982
RTSI,D,20111116,000000,1526.9800000,1538.0100000,1497.8300000,1520.7500000,442832905
RTSI,D,20111117,000000,1520.7500000,1533.8600000,1481.7100000,1512.6700000,502789170
RTSI,D,20111118,000000,1512.6700000,1514.3600000,1478.9500000,1495.8700000,391084483
RTSI,D,20111121,000000,1495.8700000,1498.6500000,1422.6000000,1424.9700000,450933277
RTSI,D,20111122,000000,1424.9700000,1455.1900000,1405.6700000,1431.1300000,389314217
RTSI,D,20111123,000000,1431.1300000,1444.8800000,1403.4400000,1422.0000000,484867619
RTSI,D,20111124,000000,1422.0000000,1428.7900000,1399.8500000,1402.8300000,368210801
RTSI,D,20111125,000000,1402.8300000,1413.7300000,1368.5400000,1413.1800000,360536823
RTSI,D,20111128,000000,1413.1800000,1476.6500000,1402.4900000,1475.2500000,335024987
RTSI,D,20111129,000000,1475.2300000,1492.1900000,1459.5200000,1466.3600000,376707555
RTSI,D,20111130,000000,1467.8900000,1541.5900000,1454.4600000,1540.8100000,446785766
RTSI,D,20111201,000000,1541.6700000,1561.8000000,1536.6500000,1546.7000000,462050586
RTSI,D,20111202,000000,1546.8500000,1567.2100000,1536.6100000,1545.5700000,501269905
RTSI,D,20111205,000000,1547.1300000,1561.9600000,1537.7000000,1559.2800000,320019464
RTSI,D,20111206,000000,1559.3400000,1566.4200000,1480.7800000,1485.6700000,411013291
RTSI,D,20111207,000000,1485.6700000,1501.2900000,1458.3300000,1467.6900000,408148949
RTSI,D,20111208,000000,1467.6900000,1500.3700000,1467.6900000,1473.5600000,361773956
RTSI,D,20111209,000000,1472.6700000,1472.7200000,1404.8900000,1410.2800000,442573957
RTSI,D,20111212,000000,1410.2800000,1439.2500000,1359.7200000,1363.6700000,358634454
RTSI,D,20111213,000000,1363.5500000,1388.1600000,1335.6600000,1387.1300000,415202522
RTSI,D,20111214,000000,1387.8700000,1401.3500000,1361.7800000,1369.6500000,399257867
RTSI,D,20111215,000000,1369.6500000,1398.5200000,1345.9000000,1395.2800000,532192696
RTSI,D,20111216,000000,1395.2800000,1406.1200000,1372.1000000,1373.7300000,382408838
RTSI,D,20111219,000000,1373.7300000,1383.6900000,1349.6200000,1370.1100000,251991232
RTSI,D,20111220,000000,1370.1100000,1396.1200000,1353.2300000,1395.7900000,252114817
RTSI,D,20111221,000000,1395.7900000,1417.1000000,1376.7300000,1382.5000000,468901552
